State,Total_Expenses,Product,Sales,Market_Size,Profit,Market,Marketing,Product_Type,Inventory,Type
Nevada,17.0,Caffe Mocha,47.0,Small Market,11.0,West,5,Espresso,820.0,Regular
Nevada,17.0,Caffe Mocha,52.0,Small Market,14.0,West,5,Espresso,846.0,Regular
Nevada,17.0,Caffe Mocha,48.0,Small Market,15.0,West,5,Espresso,816.0,Regular
Nevada,17.0,Caffe Mocha,50.0,Small Market,16.0,West,5,Espresso,820.0,Regular
Nevada,16.0,Caffe Mocha,57.0,Small Market,25.0,West,6,Espresso,843.0,Regular
Nevada,18.0,Caffe Mocha,60.0,Small Market,23.0,West,7,Espresso,854.0,Regular
Nevada,18.0,Caffe Mocha,62.0,Small Market,26.0,West,7,Espresso,851.0,Regular
Nevada,17.0,Caffe Mocha,51.0,Small Market,18.0,West,5,Espresso,848.0,Regular
Nevada,17.0,Decaf Espresso,53.0,Small Market,15.0,West,5,Espresso,798.0,Decaf
Nevada,17.0,Decaf Espresso,49.0,Small Market,12.0,West,5,Espresso,808.0,Decaf
Nevada,18.0,Decaf Espresso,58.0,Small Market,17.0,West,6,Espresso,806.0,Decaf
Nevada,18.0,Decaf Espresso,58.0,Small Market,17.0,West,6,Espresso,803.0,Decaf
Nevada,18.0,Decaf Espresso,58.0,Small Market,17.0,West,6,Espresso,800.0,Decaf
Nevada,18.0,Decaf Espresso,58.0,Small Market,17.0,West,6,Espresso,807.0,Decaf
Nevada,16.0,Decaf Espresso,48.0,Small Market,17.0,West,4,Espresso,777.0,Decaf
Nevada,17.0,Decaf Espresso,50.0,Small Market,16.0,West,5,Espresso,774.0,Decaf
Nevada,15.0,Decaf Espresso,49.0,Small Market,18.0,West,5,Espresso,784.0,Decaf
Nevada,129.0,Chamomile,250.0,Small Market,16.0,West,95,Herbal Tea,725.0,Decaf
Nevada,143.0,Chamomile,290.0,Small Market,26.0,West,110,Herbal Tea,910.0,Decaf
Nevada,155.0,Chamomile,322.0,Small Market,32.0,West,122,Herbal Tea,940.0,Decaf
Nevada,143.0,Chamomile,309.0,Small Market,39.0,West,110,Herbal Tea,712.0,Decaf
Nevada,167.0,Chamomile,384.0,Small Market,62.0,West,147,Herbal Tea,943.0,Decaf
Nevada,177.0,Chamomile,408.0,Small Market,68.0,West,156,Herbal Tea,927.0,Decaf
Nevada,143.0,Chamomile,309.0,Small Market,39.0,West,110,Herbal Tea,910.0,Decaf
Nevada,147.0,Chamomile,318.0,Small Market,39.0,West,113,Herbal Tea,898.0,Decaf
Nevada,142.0,Chamomile,308.0,Small Market,39.0,West,109,Herbal Tea,912.0,Decaf
Nevada,155.0,Chamomile,343.0,Small Market,47.0,West,122,Herbal Tea,940.0,Decaf
Nevada,94.0,Lemon,367.0,Small Market,119.0,West,50,Herbal Tea,829.0,Decaf
Nevada,112.0,Lemon,478.0,Small Market,166.0,West,66,Herbal Tea,1095.0,Decaf
Nevada,96.0,Lemon,387.0,Small Market,129.0,West,53,Herbal Tea,1148.0,Decaf
Nevada,93.0,Lemon,367.0,Small Market,120.0,West,50,Herbal Tea,1132.0,Decaf
Nevada,101.0,Lemon,412.0,Small Market,138.0,West,57,Herbal Tea,1150.0,Decaf
Nevada,94.0,Lemon,391.0,Small Market,177.0,West,50,Herbal Tea,829.0,Decaf
Nevada,109.0,Lemon,486.0,Small Market,232.0,West,63,Herbal Tea,865.0,Decaf
Nevada,102.0,Lemon,461.0,Small Market,221.0,West,64,Herbal Tea,956.0,Decaf
Nevada,104.0,Lemon,474.0,Small Market,229.0,West,66,Herbal Tea,1095.0,Decaf
Nevada,113.0,Lemon,562.0,Small Market,287.0,West,78,Herbal Tea,1190.0,Decaf
Nevada,96.0,Lemon,412.0,Small Market,191.0,West,53,Herbal Tea,1148.0,Decaf
Nevada,101.0,Lemon,439.0,Small Market,205.0,West,57,Herbal Tea,1150.0,Decaf
Nevada,116.0,Lemon,569.0,Small Market,288.0,West,73,Herbal Tea,1191.0,Decaf
Nevada,53.0,Mint,234.0,Small Market,86.0,West,30,Herbal Tea,608.0,Decaf
Nevada,56.0,Mint,254.0,Small Market,94.0,West,33,Herbal Tea,596.0,Decaf
Nevada,56.0,Mint,267.0,Small Market,102.0,West,34,Herbal Tea,585.0,Decaf
Nevada,63.0,Mint,301.0,Small Market,115.0,West,39,Herbal Tea,611.0,Decaf
Nevada,72.0,Mint,376.0,Small Market,150.0,West,49,Herbal Tea,817.0,Decaf
Nevada,62.0,Mint,298.0,Small Market,114.0,West,39,Herbal Tea,789.0,Decaf
Nevada,58.0,Mint,278.0,Small Market,107.0,West,36,Herbal Tea,803.0,Decaf
Nevada,60.0,Mint,309.0,Small Market,167.0,West,40,Herbal Tea,671.0,Decaf
Nevada,67.0,Mint,373.0,Small Market,207.0,West,49,Herbal Tea,833.0,Decaf
Nevada,61.0,Mint,318.0,Small Market,171.0,West,39,Herbal Tea,801.0,Decaf
Nevada,112.0,Darjeeling,567.0,Small Market,212.0,West,80,Tea,1260.0,Regular
Nevada,116.0,Darjeeling,587.0,Small Market,219.0,West,83,Tea,1316.0,Regular
Nevada,118.0,Darjeeling,612.0,Small Market,231.0,West,86,Tea,1433.0,Regular
Nevada,129.0,Darjeeling,678.0,Small Market,258.0,West,96,Tea,1742.0,Regular
Nevada,130.0,Darjeeling,687.0,Small Market,262.0,West,97,Tea,1714.0,Regular
Nevada,115.0,Darjeeling,589.0,Small Market,221.0,West,83,Tea,1686.0,Regular
Nevada,117.0,Darjeeling,598.0,Small Market,224.0,West,84,Tea,1662.0,Regular
Nevada,108.0,Darjeeling,532.0,Small Market,196.0,West,75,Tea,1691.0,Regular
Nevada,114.0,Darjeeling,576.0,Small Market,215.0,West,81,Tea,1744.0,Regular
Nevada,114.0,Darjeeling,611.0,Small Market,316.0,West,77,Tea,1310.0,Regular
Nevada,109.0,Darjeeling,581.0,Small Market,300.0,West,77,Tea,1282.0,Regular
Nevada,112.0,Darjeeling,604.0,Small Market,315.0,West,80,Tea,1260.0,Regular
Nevada,116.0,Darjeeling,626.0,Small Market,325.0,West,83,Tea,1316.0,Regular
Nevada,113.0,Darjeeling,628.0,Small Market,333.0,West,89,Tea,1616.0,Regular
Nevada,120.0,Darjeeling,672.0,Small Market,356.0,West,96,Tea,1742.0,Regular
Nevada,121.0,Darjeeling,681.0,Small Market,362.0,West,97,Tea,1714.0,Regular
Nevada,87.0,Earl Grey,457.0,Small Market,142.0,West,63,Tea,1436.0,Regular
Nevada,91.0,Earl Grey,478.0,Small Market,148.0,West,66,Tea,1417.0,Regular
Nevada,96.0,Earl Grey,521.0,Small Market,165.0,West,72,Tea,1715.0,Regular
Nevada,93.0,Earl Grey,498.0,Small Market,156.0,West,69,Tea,1775.0,Regular
Nevada,84.0,Earl Grey,423.0,Small Market,128.0,West,59,Tea,1778.0,Regular
Nevada,94.0,Earl Grey,501.0,Small Market,157.0,West,70,Tea,1820.0,Regular
Nevada,91.0,Earl Grey,527.0,Small Market,232.0,West,74,Tea,1819.0,Regular
Nevada,92.0,Earl Grey,527.0,Small Market,230.0,West,74,Tea,1797.0,Regular
Nevada,84.0,Earl Grey,451.0,Small Market,190.0,West,59,Tea,1778.0,Regular
Nevada,12.0,Caffe Latte,43.0,Small Market,31.0,West,0,Espresso,774.0,Regular
Nevada,11.0,Caffe Latte,43.0,Small Market,32.0,West,0,Espresso,559.0,Regular
Nevada,11.0,Caffe Latte,43.0,Small Market,32.0,West,0,Espresso,516.0,Regular
Nevada,11.0,Caffe Latte,43.0,Small Market,32.0,West,0,Espresso,473.0,Regular
Nevada,11.0,Caffe Latte,43.0,Small Market,32.0,West,0,Espresso,430.0,Regular
Nevada,12.0,Caffe Latte,43.0,Small Market,31.0,West,0,Espresso,344.0,Regular
Nevada,16.0,Caffe Latte,48.0,Small Market,17.0,West,4,Espresso,777.0,Regular
Nevada,11.0,Caffe Latte,46.0,Small Market,47.0,West,0,Espresso,430.0,Regular
Nevada,46.0,Columbian,74.0,Small Market,-5.0,West,12,Coffee,193.0,Regular
Nevada,46.0,Columbian,79.0,Small Market,-2.0,West,13,Coffee,197.0,Regular
Nevada,47.0,Columbian,82.0,Small Market,-1.0,West,13,Coffee,252.0,Regular
Nevada,45.0,Columbian,77.0,Small Market,-2.0,West,12,Coffee,240.0,Regular
Nevada,45.0,Columbian,74.0,Small Market,-4.0,West,12,Coffee,243.0,Regular
Nevada,48.0,Columbian,88.0,Small Market,1.0,West,14,Coffee,250.0,Regular
Nevada,47.0,Columbian,85.0,Small Market,-5.0,West,12,Coffee,197.0,Regular
Nevada,44.0,Columbian,81.0,Small Market,-1.0,West,13,Coffee,252.0,Regular
Nevada,44.0,Columbian,85.0,Small Market,1.0,West,14,Coffee,248.0,Regular
Nevada,49.0,Columbian,97.0,Small Market,3.0,West,15,Coffee,244.0,Regular
Nevada,45.0,Columbian,79.0,Small Market,-6.0,West,12,Coffee,243.0,Regular
Nevada,30.0,Decaf Irish Cream,62.0,Small Market,4.0,West,8,Coffee,965.0,Decaf
Nevada,29.0,Decaf Irish Cream,61.0,Small Market,4.0,West,8,Coffee,964.0,Decaf
Nevada,31.0,Decaf Irish Cream,68.0,Small Market,6.0,West,9,Coffee,976.0,Decaf
Nevada,30.0,Decaf Irish Cream,70.0,Small Market,8.0,West,9,Coffee,996.0,Decaf
Nevada,32.0,Decaf Irish Cream,75.0,Small Market,9.0,West,10,Coffee,1010.0,Decaf
Nevada,30.0,Decaf Irish Cream,68.0,Small Market,7.0,West,9,Coffee,1000.0,Decaf
Nevada,30.0,Decaf Irish Cream,64.0,Small Market,5.0,West,8,Coffee,1003.0,Decaf
Nevada,29.0,Decaf Irish Cream,67.0,Small Market,9.0,West,8,Coffee,961.0,Decaf
Nevada,29.0,Decaf Irish Cream,67.0,Small Market,9.0,West,8,Coffee,958.0,Decaf
Nevada,29.0,Decaf Irish Cream,67.0,Small Market,8.0,West,9,Coffee,976.0,Decaf
Nevada,30.0,Decaf Irish Cream,72.0,Small Market,10.0,West,9,Coffee,1000.0,Decaf
Nevada,30.0,Decaf Irish Cream,74.0,Small Market,12.0,West,9,Coffee,1009.0,Decaf
Nevada,127.0,Green Tea,32.0,Small Market,-340.0,West,93,Tea,2449.0,Regular
Nevada,141.0,Green Tea,21.0,Small Market,-404.0,West,107,Tea,5807.0,Regular
Nevada,147.0,Green Tea,19.0,Small Market,-430.0,West,114,Tea,6413.0,Regular
Nevada,145.0,Green Tea,31.0,Small Market,-408.0,West,111,Tea,8252.0,Regular
Nevada,132.0,Green Tea,19.0,Small Market,-552.0,West,93,Tea,1419.0,Regular
Nevada,125.0,Green Tea,25.0,Small Market,-508.0,West,91,Tea,1937.0,Regular
Nevada,127.0,Green Tea,34.0,Small Market,-505.0,West,93,Tea,2449.0,Regular
Nevada,126.0,Green Tea,37.0,Small Market,-509.0,West,102,Tea,4507.0,Regular
Nevada,126.0,Green Tea,27.0,Small Market,-522.0,West,102,Tea,5230.0,Regular
Nevada,131.0,Green Tea,21.0,Small Market,-558.0,West,107,Tea,5807.0,Regular
Nevada,147.0,Green Tea,20.0,Small Market,-638.0,West,114,Tea,6413.0,Regular
Nevada,127.0,Green Tea,34.0,Small Market,-505.0,West,93,Tea,7653.0,Regular
Nevada,145.0,Green Tea,33.0,Small Market,-605.0,West,111,Tea,8252.0,Regular
Nevada,17.0,Caffe Mocha,45.0,Small Market,10.0,West,5,Espresso,818.0,Regular
Nevada,17.0,Caffe Mocha,45.0,Small Market,10.0,West,5,Espresso,816.0,Regular
Nevada,16.0,Caffe Mocha,49.0,Small Market,13.0,West,5,Espresso,829.0,Regular
Nevada,17.0,Caffe Mocha,58.0,Small Market,18.0,West,6,Espresso,843.0,Regular
Nevada,19.0,Caffe Mocha,61.0,Small Market,17.0,West,7,Espresso,854.0,Regular
Nevada,19.0,Caffe Mocha,63.0,Small Market,19.0,West,7,Espresso,851.0,Regular
Nevada,17.0,Caffe Mocha,48.0,Small Market,12.0,West,5,Espresso,848.0,Regular
Nevada,15.0,Caffe Mocha,39.0,Small Market,9.0,West,4,Espresso,848.0,Regular
Nevada,15.0,Caffe Mocha,41.0,Small Market,10.0,West,4,Espresso,851.0,Regular
Nevada,18.0,Caffe Mocha,50.0,Small Market,16.0,West,5,Espresso,821.0,Regular
Nevada,17.0,Caffe Mocha,48.0,Small Market,15.0,West,5,Espresso,818.0,Regular
Nevada,15.0,Caffe Mocha,49.0,Small Market,18.0,West,5,Espresso,829.0,Regular
Nevada,17.0,Caffe Mocha,55.0,Small Market,21.0,West,5,Espresso,846.0,Regular
Nevada,15.0,Caffe Mocha,42.0,Small Market,13.0,West,4,Espresso,848.0,Regular
Nevada,15.0,Caffe Mocha,44.0,Small Market,15.0,West,4,Espresso,851.0,Regular
Nevada,15.0,Decaf Espresso,43.0,Small Market,11.0,West,4,Espresso,777.0,Decaf
Nevada,17.0,Decaf Espresso,47.0,Small Market,11.0,West,5,Espresso,774.0,Decaf
Nevada,15.0,Decaf Espresso,41.0,Small Market,10.0,West,4,Espresso,772.0,Decaf
Nevada,16.0,Decaf Espresso,43.0,Small Market,10.0,West,4,Espresso,776.0,Decaf
Nevada,16.0,Decaf Espresso,49.0,Small Market,13.0,West,5,Espresso,784.0,Decaf
Nevada,17.0,Decaf Espresso,56.0,Small Market,17.0,West,6,Espresso,802.0,Decaf
Nevada,15.0,Decaf Espresso,44.0,Small Market,15.0,West,4,Espresso,772.0,Decaf
Nevada,16.0,Decaf Espresso,46.0,Small Market,15.0,West,4,Espresso,776.0,Decaf
Nevada,16.0,Decaf Espresso,53.0,Small Market,21.0,West,5,Espresso,798.0,Decaf
Nevada,16.0,Decaf Espresso,49.0,Small Market,17.0,West,5,Espresso,808.0,Decaf
Nevada,17.0,Decaf Espresso,57.0,Small Market,23.0,West,6,Espresso,806.0,Decaf
Nevada,18.0,Decaf Espresso,62.0,Small Market,25.0,West,6,Espresso,803.0,Decaf
Nevada,18.0,Decaf Espresso,62.0,Small Market,25.0,West,6,Espresso,800.0,Decaf
Nevada,17.0,Decaf Espresso,60.0,Small Market,25.0,West,6,Espresso,802.0,Decaf
Nevada,18.0,Decaf Espresso,62.0,Small Market,25.0,West,6,Espresso,807.0,Decaf
Nevada,143.0,Chamomile,290.0,Small Market,26.0,West,110,Herbal Tea,712.0,Decaf
Nevada,146.0,Chamomile,298.0,Small Market,27.0,West,113,Herbal Tea,700.0,Decaf
Nevada,146.0,Chamomile,298.0,Small Market,27.0,West,113,Herbal Tea,729.0,Decaf
Nevada,143.0,Chamomile,289.0,Small Market,25.0,West,109,Herbal Tea,788.0,Decaf
Nevada,164.0,Chamomile,345.0,Small Market,37.0,West,131,Herbal Tea,874.0,Decaf
Nevada,180.0,Chamomile,387.0,Small Market,45.0,West,147,Herbal Tea,943.0,Decaf
Nevada,190.0,Chamomile,412.0,Small Market,49.0,West,156,Herbal Tea,927.0,Decaf
Nevada,147.0,Chamomile,298.0,Small Market,26.0,West,113,Herbal Tea,898.0,Decaf
Nevada,142.0,Chamomile,289.0,Small Market,26.0,West,109,Herbal Tea,912.0,Decaf
Nevada,135.0,Chamomile,280.0,Small Market,25.0,West,95,Herbal Tea,725.0,Decaf
Nevada,146.0,Chamomile,318.0,Small Market,40.0,West,113,Herbal Tea,700.0,Decaf
Nevada,146.0,Chamomile,318.0,Small Market,40.0,West,113,Herbal Tea,729.0,Decaf
Nevada,133.0,Chamomile,286.0,Small Market,35.0,West,109,Herbal Tea,788.0,Decaf
Nevada,153.0,Chamomile,342.0,Small Market,51.0,West,131,Herbal Tea,874.0,Decaf
Nevada,90.0,Lemon,345.0,Small Market,111.0,West,47,Herbal Tea,862.0,Decaf
Nevada,91.0,Lemon,354.0,Small Market,115.0,West,48,Herbal Tea,844.0,Decaf
Nevada,109.0,Lemon,456.0,Small Market,156.0,West,63,Herbal Tea,865.0,Decaf
Nevada,110.0,Lemon,465.0,Small Market,160.0,West,64,Herbal Tea,956.0,Decaf
Nevada,121.0,Lemon,567.0,Small Market,208.0,West,78,Herbal Tea,1190.0,Decaf
Nevada,108.0,Lemon,467.0,Small Market,163.0,West,64,Herbal Tea,1167.0,Decaf
Nevada,116.0,Lemon,534.0,Small Market,194.0,West,73,Herbal Tea,1191.0,Decaf
Nevada,94.0,Lemon,386.0,Small Market,173.0,West,47,Herbal Tea,862.0,Decaf
Nevada,91.0,Lemon,377.0,Small Market,171.0,West,48,Herbal Tea,844.0,Decaf
Nevada,100.0,Lemon,463.0,Small Market,225.0,West,64,Herbal Tea,1167.0,Decaf
Nevada,93.0,Lemon,391.0,Small Market,178.0,West,50,Herbal Tea,1132.0,Decaf
Nevada,64.0,Mint,312.0,Small Market,121.0,West,40,Herbal Tea,671.0,Decaf
Nevada,68.0,Mint,345.0,Small Market,136.0,West,45,Herbal Tea,764.0,Decaf
Nevada,72.0,Mint,376.0,Small Market,150.0,West,49,Herbal Tea,833.0,Decaf
Nevada,61.0,Mint,298.0,Small Market,115.0,West,39,Herbal Tea,801.0,Decaf
Nevada,63.0,Mint,312.0,Small Market,122.0,West,40,Herbal Tea,830.0,Decaf
Nevada,56.0,Mint,262.0,Small Market,134.0,West,30,Herbal Tea,608.0,Decaf
Nevada,56.0,Mint,271.0,Small Market,140.0,West,33,Herbal Tea,596.0,Decaf
Nevada,56.0,Mint,285.0,Small Market,151.0,West,34,Herbal Tea,585.0,Decaf
Nevada,63.0,Mint,321.0,Small Market,171.0,West,39,Herbal Tea,611.0,Decaf
Nevada,63.0,Mint,342.0,Small Market,188.0,West,45,Herbal Tea,764.0,Decaf
Nevada,67.0,Mint,373.0,Small Market,207.0,West,49,Herbal Tea,817.0,Decaf
Nevada,62.0,Mint,318.0,Small Market,169.0,West,39,Herbal Tea,789.0,Decaf
Nevada,58.0,Mint,296.0,Small Market,159.0,West,36,Herbal Tea,803.0,Decaf
Nevada,63.0,Mint,332.0,Small Market,181.0,West,40,Herbal Tea,830.0,Decaf
Nevada,109.0,Darjeeling,546.0,Small Market,203.0,West,77,Tea,1310.0,Regular
Nevada,109.0,Darjeeling,545.0,Small Market,202.0,West,77,Tea,1282.0,Regular
Nevada,121.0,Darjeeling,634.0,Small Market,241.0,West,89,Tea,1616.0,Regular
Nevada,110.0,Darjeeling,607.0,Small Market,319.0,West,86,Tea,1433.0,Regular
Nevada,115.0,Darjeeling,628.0,Small Market,328.0,West,83,Tea,1686.0,Regular
Nevada,117.0,Darjeeling,637.0,Small Market,332.0,West,84,Tea,1662.0,Regular
Nevada,108.0,Darjeeling,567.0,Small Market,291.0,West,75,Tea,1691.0,Regular
Nevada,114.0,Darjeeling,614.0,Small Market,319.0,West,81,Tea,1744.0,Regular
Nevada,87.0,Earl Grey,456.0,Small Market,141.0,West,63,Tea,1459.0,Regular
Nevada,90.0,Earl Grey,478.0,Small Market,149.0,West,66,Tea,1464.0,Regular
Nevada,97.0,Earl Grey,521.0,Small Market,164.0,West,72,Tea,1559.0,Regular
Nevada,98.0,Earl Grey,532.0,Small Market,168.0,West,74,Tea,1819.0,Regular
Nevada,99.0,Earl Grey,532.0,Small Market,167.0,West,74,Tea,1797.0,Regular
Nevada,90.0,Earl Grey,478.0,Small Market,149.0,West,66,Tea,1755.0,Regular
Nevada,91.0,Earl Grey,510.0,Small Market,220.0,West,63,Tea,1459.0,Regular
Nevada,87.0,Earl Grey,487.0,Small Market,211.0,West,63,Tea,1436.0,Regular
Nevada,91.0,Earl Grey,509.0,Small Market,220.0,West,66,Tea,1417.0,Regular
Nevada,90.0,Earl Grey,509.0,Small Market,221.0,West,66,Tea,1464.0,Regular
Nevada,90.0,Earl Grey,516.0,Small Market,226.0,West,72,Tea,1559.0,Regular
Nevada,89.0,Earl Grey,516.0,Small Market,228.0,West,72,Tea,1715.0,Regular
Nevada,93.0,Earl Grey,531.0,Small Market,232.0,West,69,Tea,1775.0,Regular
Nevada,90.0,Earl Grey,509.0,Small Market,221.0,West,66,Tea,1755.0,Regular
Nevada,94.0,Earl Grey,534.0,Small Market,233.0,West,70,Tea,1820.0,Regular
Nevada,15.0,Caffe Latte,43.0,Small Market,11.0,West,4,Espresso,777.0,Regular
Nevada,12.0,Caffe Latte,43.0,Small Market,31.0,West,0,Espresso,731.0,Regular
Nevada,11.0,Caffe Latte,43.0,Small Market,32.0,West,0,Espresso,688.0,Regular
Nevada,12.0,Caffe Latte,43.0,Small Market,31.0,West,0,Espresso,645.0,Regular
Nevada,12.0,Caffe Latte,43.0,Small Market,31.0,West,0,Espresso,602.0,Regular
Nevada,12.0,Caffe Latte,43.0,Small Market,31.0,West,0,Espresso,387.0,Regular
Nevada,12.0,Caffe Latte,46.0,Small Market,46.0,West,0,Espresso,774.0,Regular
Nevada,12.0,Caffe Latte,46.0,Small Market,46.0,West,0,Espresso,731.0,Regular
Nevada,11.0,Caffe Latte,46.0,Small Market,47.0,West,0,Espresso,688.0,Regular
Nevada,11.0,Caffe Latte,43.0,Small Market,43.0,West,0,Espresso,645.0,Regular
Nevada,11.0,Caffe Latte,43.0,Small Market,43.0,West,0,Espresso,602.0,Regular
Nevada,10.0,Caffe Latte,43.0,Small Market,44.0,West,0,Espresso,559.0,Regular
Nevada,10.0,Caffe Latte,43.0,Small Market,44.0,West,0,Espresso,516.0,Regular
Nevada,11.0,Caffe Latte,46.0,Small Market,47.0,West,0,Espresso,473.0,Regular
Nevada,12.0,Caffe Latte,46.0,Small Market,46.0,West,0,Espresso,387.0,Regular
Nevada,12.0,Caffe Latte,46.0,Small Market,46.0,West,0,Espresso,344.0,Regular
New Hampshire,35.0,Amaretto,93.0,Small Market,20.0,East,12,Coffee,241.0,Regular
New Hampshire,35.0,Amaretto,101.0,Small Market,25.0,East,13,Coffee,236.0,Regular
New Hampshire,35.0,Amaretto,107.0,Small Market,29.0,East,13,Coffee,231.0,Regular
New Hampshire,39.0,Amaretto,121.0,Small Market,33.0,East,15,Coffee,241.0,Regular
New Hampshire,39.0,Amaretto,125.0,Small Market,35.0,East,16,Coffee,265.0,Regular
New Hampshire,41.0,Amaretto,138.0,Small Market,41.0,East,17,Coffee,302.0,Regular
New Hampshire,41.0,Amaretto,151.0,Small Market,49.0,East,19,Coffee,329.0,Regular
New Hampshire,42.0,Amaretto,151.0,Small Market,48.0,East,19,Coffee,322.0,Regular
New Hampshire,38.0,Amaretto,120.0,Small Market,33.0,East,15,Coffee,315.0,Regular
New Hampshire,38.0,Amaretto,120.0,Small Market,33.0,East,15,Coffee,310.0,Regular
New Hampshire,37.0,Amaretto,113.0,Small Market,30.0,East,14,Coffee,316.0,Regular
New Hampshire,38.0,Amaretto,127.0,Small Market,37.0,East,16,Coffee,327.0,Regular
New Hampshire,37.0,Amaretto,104.0,Small Market,31.0,East,12,Coffee,241.0,Regular
New Hampshire,35.0,Amaretto,108.0,Small Market,37.0,East,13,Coffee,236.0,Regular
New Hampshire,35.0,Amaretto,114.0,Small Market,43.0,East,13,Coffee,231.0,Regular
New Hampshire,39.0,Amaretto,129.0,Small Market,49.0,East,15,Coffee,241.0,Regular
New Hampshire,36.0,Amaretto,124.0,Small Market,48.0,East,16,Coffee,265.0,Regular
New Hampshire,38.0,Amaretto,137.0,Small Market,57.0,East,17,Coffee,302.0,Regular
New Hampshire,38.0,Amaretto,150.0,Small Market,68.0,East,19,Coffee,329.0,Regular
New Hampshire,39.0,Amaretto,150.0,Small Market,66.0,East,19,Coffee,322.0,Regular
New Hampshire,38.0,Amaretto,128.0,Small Market,49.0,East,15,Coffee,315.0,Regular
New Hampshire,38.0,Amaretto,128.0,Small Market,49.0,East,15,Coffee,310.0,Regular
New Hampshire,37.0,Amaretto,120.0,Small Market,45.0,East,14,Coffee,316.0,Regular
New Hampshire,38.0,Amaretto,135.0,Small Market,55.0,East,16,Coffee,327.0,Regular
New Hampshire,47.0,Columbian,120.0,Small Market,25.0,East,15,Coffee,372.0,Regular
New Hampshire,46.0,Columbian,114.0,Small Market,23.0,East,14,Coffee,366.0,Regular
New Hampshire,46.0,Columbian,119.0,Small Market,26.0,East,15,Coffee,361.0,Regular
New Hampshire,48.0,Columbian,125.0,Small Market,27.0,East,16,Coffee,372.0,Regular
New Hampshire,49.0,Columbian,132.0,Small Market,31.0,East,17,Coffee,397.0,Regular
New Hampshire,52.0,Columbian,156.0,Small Market,42.0,East,20,Coffee,436.0,Regular
New Hampshire,53.0,Columbian,160.0,Small Market,43.0,East,21,Coffee,467.0,Regular
New Hampshire,52.0,Columbian,160.0,Small Market,44.0,East,21,Coffee,460.0,Regular
New Hampshire,50.0,Columbian,139.0,Small Market,34.0,East,18,Coffee,453.0,Regular
New Hampshire,45.0,Columbian,114.0,Small Market,24.0,East,14,Coffee,447.0,Regular
New Hampshire,46.0,Columbian,109.0,Small Market,20.0,East,14,Coffee,452.0,Regular
New Hampshire,46.0,Columbian,122.0,Small Market,28.0,East,15,Coffee,462.0,Regular
New Hampshire,49.0,Columbian,134.0,Small Market,39.0,East,15,Coffee,372.0,Regular
New Hampshire,46.0,Columbian,121.0,Small Market,34.0,East,14,Coffee,366.0,Regular
New Hampshire,46.0,Columbian,127.0,Small Market,39.0,East,15,Coffee,361.0,Regular
New Hampshire,48.0,Columbian,133.0,Small Market,40.0,East,16,Coffee,372.0,Regular
New Hampshire,46.0,Columbian,131.0,Small Market,43.0,East,17,Coffee,397.0,Regular
New Hampshire,48.0,Columbian,155.0,Small Market,58.0,East,20,Coffee,436.0,Regular
New Hampshire,49.0,Columbian,159.0,Small Market,59.0,East,21,Coffee,467.0,Regular
New Hampshire,48.0,Columbian,159.0,Small Market,61.0,East,21,Coffee,460.0,Regular
New Hampshire,50.0,Columbian,148.0,Small Market,50.0,East,18,Coffee,453.0,Regular
New Hampshire,45.0,Columbian,121.0,Small Market,36.0,East,14,Coffee,447.0,Regular
New Hampshire,46.0,Columbian,116.0,Small Market,30.0,East,14,Coffee,452.0,Regular
New Hampshire,46.0,Columbian,130.0,Small Market,42.0,East,15,Coffee,462.0,Regular
New Hampshire,15.0,Green Tea,43.0,Small Market,11.0,East,4,Tea,777.0,Regular
New Hampshire,11.0,Green Tea,43.0,Small Market,32.0,East,0,Tea,774.0,Regular
New Hampshire,11.0,Green Tea,43.0,Small Market,32.0,East,0,Tea,731.0,Regular
New Hampshire,11.0,Green Tea,43.0,Small Market,32.0,East,0,Tea,688.0,Regular
New Hampshire,11.0,Green Tea,43.0,Small Market,32.0,East,0,Tea,645.0,Regular
New Hampshire,11.0,Green Tea,43.0,Small Market,32.0,East,0,Tea,602.0,Regular
New Hampshire,12.0,Green Tea,43.0,Small Market,31.0,East,0,Tea,559.0,Regular
New Hampshire,12.0,Green Tea,43.0,Small Market,31.0,East,0,Tea,516.0,Regular
New Hampshire,12.0,Green Tea,43.0,Small Market,31.0,East,0,Tea,473.0,Regular
New Hampshire,11.0,Green Tea,43.0,Small Market,32.0,East,0,Tea,430.0,Regular
New Hampshire,11.0,Green Tea,43.0,Small Market,32.0,East,0,Tea,387.0,Regular
New Hampshire,11.0,Green Tea,43.0,Small Market,32.0,East,0,Tea,344.0,Regular
New Hampshire,16.0,Green Tea,48.0,Small Market,17.0,East,4,Tea,777.0,Regular
New Hampshire,11.0,Green Tea,46.0,Small Market,47.0,East,0,Tea,774.0,Regular
New Hampshire,11.0,Green Tea,46.0,Small Market,47.0,East,0,Tea,731.0,Regular
New Hampshire,11.0,Green Tea,46.0,Small Market,47.0,East,0,Tea,688.0,Regular
New Hampshire,10.0,Green Tea,43.0,Small Market,44.0,East,0,Tea,645.0,Regular
New Hampshire,10.0,Green Tea,43.0,Small Market,44.0,East,0,Tea,602.0,Regular
New Hampshire,11.0,Green Tea,43.0,Small Market,43.0,East,0,Tea,559.0,Regular
New Hampshire,11.0,Green Tea,43.0,Small Market,43.0,East,0,Tea,516.0,Regular
